host_animal_common,sample_id,gene,gene_type,gene_identifier,gene_name_family,resistance_class
chicken,TX77840PPY10776,Col(MG828),plasmid,Col(MG828),,colistin
chicken,TX77840PPY10776,ColRNAI,plasmid,ColRNAI,,colistin
chicken,TX77840PPY10776,ColpVC,plasmid,ColpVC,,colistin
chicken,TX77840PPY10776,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,TX77840PPY10776,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,TX77840PPY10776,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
chicken,TX77840PPY11678,blaEC,chromosome,blaEC,ampC,beta-lactam
chicken,TX77840PPY11678,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
chicken,TX77840PPY11678,sul1,chromosome,sul1,sul,sulfonamide
chicken,TX77840PPY11678,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
chicken,TX77840PPY11678,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
chicken,TX77840PPY11678,tet(A),chromosome,tet(A),MFS,tetracycline
chicken,TX77840PPY11678,Col(MG828),plasmid,Col(MG828),,colistin
chicken,TX77840PPY11678,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
chicken,TX77840PPY11678,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,TX77840PPY11678,ColRNAI,plasmid,ColRNAI,,colistin
chicken,TX77840PPY11678,Col156,plasmid,Col156,,colistin
chicken,TX77840PPY11678,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,TX77840PPY11678,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,TX77840PPY11678,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
chicken,WA99164PPY10016,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,WA99164PPY10016,Col156,plasmid,Col156,,colistin
chicken,WA99164PPY10016,ColRNAI,plasmid,ColRNAI,,colistin
chicken,WA99164PPY10016,Col8282,plasmid,Col8282,,colistin
chicken,WA99164PPY10016,Col(MG828),plasmid,Col(MG828),,colistin
chicken,WA99164PPY10016,IncFIB(pHCM2)_pHCM2,plasmid,IncFIB(pHCM2)_pHCM2,,MULTI-DRUG
chicken,WA99164PPY10016,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,WA99164PPY10016,IncFII(pHN7A8)_pHN7A8,plasmid,IncFII(pHN7A8)_pHN7A8,,MULTI-DRUG
chicken,WA99164PPY10016,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,WA99164PPY10016,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,WA99164PPY10032,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
chicken,WA99164PPY10032,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
chicken,WA99164PPY10032,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,WA99164PPY10032,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,WI53706PPY10200,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
chicken,WI53706PPY10200,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
chicken,WI53706PPY10200,dfrA5,chromosome,dfrA5,dfr,folate pathway antagonist
chicken,WI53706PPY10200,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
chicken,WI53706PPY10200,sul2,chromosome,sul2,sul,sulfonamide
chicken,WI53706PPY10200,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
chicken,WI53706PPY10200,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
chicken,WI53706PPY10200,IncFII,plasmid,IncFII,,MULTI-DRUG
chicken,WI53706PPY10200,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
chicken,WI53706PPY10200,IncQ1,plasmid,IncQ1,,MULTI-DRUG
chicken,WI53706PPY10200,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
chicken,WI53706PPY10200,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
chicken,WI53706PPY10200,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,AL36849PPY10005,tet(34),chromosome,tet34,tet,tetracycline
cattle,AL36849PPY10005,sul2,chromosome,sul2,sul,sulfonamide
cattle,AL36849PPY10005,tet(B),chromosome,tet(B),MFS,tetracycline
cattle,AL36849PPY10005,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,AL36849PPY10005,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,AL36849PPY10073,tet(B),chromosome,tet(B),MFS,tetracycline
cattle,AL36849PPY10073,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,AL36849PPY10073,blaEC,chromosome,blaEC,ampC,beta-lactam
cattle,AL36849PPY10073,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
cattle,AL36849PPY10073,sul2,chromosome,sul2,sul,sulfonamide
cattle,AL36849PPY10073,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,AL36849PPY10073,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,AL36849PPY10073,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,AL36849PPY10073,floR,chromosome,floR,MFS,phenicol
cattle,AL36849PPY10073,tet(34),chromosome,tet34,tet,tetracycline
cattle,AL36849PPY10073,sul1,chromosome,sul1,sul,sulfonamide
cattle,AL36849PPY10073,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,AL36849PPY10073,blaOXA-1,chromosome,OXA-1,OXA,beta-lactam
cattle,AL36849PPY10073,catA1,chromosome,catA1,CAT,phenicol
cattle,AL36849PPY10073,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
cattle,AL36849PPY10073,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,AL36849PPY10073,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,AL36849PPY10073,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,CA95616PPY10001,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,CA95616PPY10001,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CA95616PPY10001,tet(M),chromosome,tet(M),MFS,tetracycline
cattle,CA95616PPY10001,sul1,chromosome,sul1,sul,sulfonamide
cattle,CA95616PPY10001,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
cattle,CA95616PPY10001,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
cattle,CA95616PPY10001,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,CA95616PPY10001,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,CA95616PPY10001,sul2,chromosome,sul2,sul,sulfonamide
cattle,CA95616PPY10001,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
cattle,CA95616PPY10001,tet(34),chromosome,tet34,tet,tetracycline
cattle,CA95616PPY10001,blaCTX-M-15,chromosome,CTX-M-15,CTX-M,beta-lactam
cattle,CA95616PPY10001,tet(B),chromosome,tet(B),MFS,tetracycline
cattle,CA95616PPY10001,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
cattle,CA95616PPY10001,aadA6,chromosome,aadA6,ANT(3''),aminoglycoside
cattle,CA95616PPY10001,floR,chromosome,floR,MFS,phenicol
cattle,CA95616PPY10001,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
cattle,CA95616PPY10001,rmtE1,chromosome,rmtE1,G1409,aminoglycoside
cattle,CA95616PPY10001,rmtE1,chromosome,rmtE1,G1410,aminoglycoside
cattle,CA95616PPY10001,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
cattle,CA95616PPY10001,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CA95616PPY10001,IncHI2,plasmid,IncHI2,,MULTI-DRUG
cattle,CA95616PPY10001,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
cattle,CA95616PPY10001,IncFII,plasmid,IncFII,,MULTI-DRUG
cattle,CA95616PPY10001,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,CA95616PPY10001,sul15,chromosome,sul15,sul,sulfonamide
cattle,CA95616PPY10001,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,CA95616PPY10001,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CA95616PPY10001,aph(3')-Ia0,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
cattle,CA95616PPY10001,rmtE,chromosome,rmtE,G1408,aminoglycoside
cattle,CA95616PPY10094,tet(34),chromosome,tet34,tet,tetracycline
cattle,CA95616PPY10094,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,CA95616PPY10094,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CA95616PPY10094,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,CA95616PPY10094,floR,chromosome,floR,MFS,phenicol
cattle,CA95616PPY10094,sul2,chromosome,sul2,sul,sulfonamide
cattle,CA95616PPY10094,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CA95616PPY10094,IncFIA,plasmid,IncFIA,,MULTI-DRUG
cattle,CA95616PPY10094,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CA95616PPY10094,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,CA95616PPY10094,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CO80526PPY10122,tet(34),chromosome,tet34,tet,tetracycline
cattle,CO80526PPY10122,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,CO80526PPY10122,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,CO80526PPY10122,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,CO80526PPY10122,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,CO80526PPY10122,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CO80526PPY10122,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CO80526PPY10122,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,CO80526PPY10133,tet(34),chromosome,tet34,tet,tetracycline
cattle,CO80526PPY10133,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,CO80526PPY10133,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,CO80526PPY10133,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,CO80526PPY10133,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,GA30602PPY10161,tet(34),chromosome,tet34,tet,tetracycline
cattle,GA30602PPY10161,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,GA30602PPY10161,tet(B),chromosome,tet(B),MFS,tetracycline
cattle,GA30602PPY10161,sul2,chromosome,sul2,sul,sulfonamide
cattle,GA30602PPY10161,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,GA30602PPY10161,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,GA30602PPY10161,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,GA30602PPY10161,ColRNAI,plasmid,ColRNAI,,colistin
cattle,GA30602PPY10161,Col156,plasmid,Col156,,colistin
cattle,GA30602PPY10161,Col440II,plasmid,Col440II,,colistin
cattle,GA30602PPY10161,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,GA30602PPY10163,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
cattle,GA30602PPY10163,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,GA30602PPY10163,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,GA30602PPY10163,ColRNAI,plasmid,ColRNAI,,colistin
cattle,GA30602PPY10163,Col156,plasmid,Col156,,colistin
cattle,GA30602PPY10163,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,GA30602PPY10164,tet(34),chromosome,tet34,tet,tetracycline
cattle,GA30602PPY10164,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,GA30602PPY10164,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,GA30602PPY10164,IncFIA(HI1)_HI1,plasmid,IncFIA(HI1)_HI1,,MULTI-DRUG
cattle,GA30602PPY10164,IncFIB(pB171)_pB171,plasmid,IncFIB(pB171)_pB171,,MULTI-DRUG
cattle,GA30602PPY10164,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,IN47907PPY10016,blaEC-8,chromosome,blaEC-8,ampC,beta-lactam
cattle,IN47907PPY10016,p0111,plasmid,p0111,,MULTI-DRUG
cattle,IN47907PPY10016,ColRNAI,plasmid,ColRNAI,,colistin
cattle,IN47907PPY10016,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,IN47907PPY10239,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
cattle,IN47907PPY10239,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
cattle,IN47907PPY10239,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
cattle,IN47907PPY10239,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
cattle,IN47907PPY10239,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,IN47907PPY10239,dfrA17,chromosome,dfrA17,dfr,folate pathway antagonist
cattle,IN47907PPY10239,aadA5,chromosome,aadA5,ANT(3''),aminoglycoside
cattle,IN47907PPY10239,sul1,chromosome,sul1,sul,sulfonamide
cattle,IN47907PPY10239,sul2,chromosome,sul2,sul,sulfonamide
cattle,IN47907PPY10239,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,IN47907PPY10239,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,IN47907PPY10239,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,IN47907PPY10239,floR,chromosome,floR,MFS,phenicol
cattle,IN47907PPY10239,tet(34),chromosome,tet34,tet,tetracycline
cattle,IN47907PPY10239,ColRNAI,plasmid,ColRNAI,,colistin
cattle,IN47907PPY10239,Col440II,plasmid,Col440II,,colistin
cattle,IN47907PPY10239,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,IN47907PPY10239,pENTAS02,plasmid,pENTAS02,,MULTI-DRUG
cattle,IN47907PPY10239,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
cattle,IN47907PPY10239,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
cattle,IN47907PPY10239,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,IN47907PPY10239,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,IN47907PPY10239,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,KY40511PPY10001,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,KY40511PPY10001,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
cattle,KY40511PPY10001,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
cattle,KY40511PPY10001,cmlA1,chromosome,cmlA1,MFS,phenicol
cattle,KY40511PPY10001,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,KY40511PPY10001,sul3,chromosome,sul3,sul,sulfonamide
cattle,KY40511PPY10001,mef(B),chromosome,mef(B),MFS,macrolide
cattle,KY40511PPY10001,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,KY40511PPY10001,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
cattle,KY40511PPY10001,IncFIB(pKPHS1)_pKPHS1,plasmid,IncFIB(pKPHS1)_pKPHS1,,MULTI-DRUG
cattle,KY40511PPY10001,Col156,plasmid,Col156,,colistin
cattle,KY40511PPY10001,ColRNAI,plasmid,ColRNAI,,colistin
cattle,KY40511PPY10001,Col8282,plasmid,Col8282,,colistin
cattle,KY40511PPY10001,Col(MG828),plasmid,Col(MG828),,colistin
cattle,KY40511PPY10001,IncX1,plasmid,IncX1,,MULTI-DRUG
cattle,KY40511PPY10001,IncX9,plasmid,IncX9,,MULTI-DRUG
cattle,KY40511PPY10001,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,KY40511PPY10001,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,KY40511PPY10114,dfrA5,chromosome,dfrA5,dfr,folate pathway antagonist
cattle,KY40511PPY10114,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,KY40511PPY10114,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
cattle,KY40511PPY10114,IncFII(29)_pUTI89,plasmid,IncFII(29)_pUTI89,,MULTI-DRUG
cattle,KY40511PPY10114,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,KY40511PPY10114,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
cattle,KY40511PPY10114,IncFII(pHN7A8)_pHN7A8,plasmid,IncFII(pHN7A8)_pHN7A8,,MULTI-DRUG
cattle,KY40511PPY10114,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,KY40511PPY10114,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,MI48910PPY10006,sul2,chromosome,sul2,sul,sulfonamide
cattle,MI48910PPY10006,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,MI48910PPY10006,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,MI48910PPY10006,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,MI48910PPY10006,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,MI48910PPY10006,dfrA17,chromosome,dfrA17,dfr,folate pathway antagonist
cattle,MI48910PPY10006,aadA5,chromosome,aadA5,ANT(3''),aminoglycoside
cattle,MI48910PPY10006,sul1,chromosome,sul1,sul,sulfonamide
cattle,MI48910PPY10006,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
cattle,MI48910PPY10006,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
cattle,MI48910PPY10006,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
cattle,MI48910PPY10006,ColRNAI,plasmid,ColRNAI,,colistin
cattle,MI48910PPY10006,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
cattle,MI48910PPY10006,IncFII(pRSB107)_pRSB107,plasmid,IncFII(pRSB107)_pRSB107,,MULTI-DRUG
cattle,MI48910PPY10006,IncY,plasmid,IncY,,MULTI-DRUG
cattle,MI48910PPY10006,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,MI48910PPY10006,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,MI48910PPY10006,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,MI48910PPY10017,tet(C),chromosome,tet(C),MFS,tetracycline
cattle,MI48910PPY10017,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
cattle,MI48910PPY10017,tet(34),chromosome,tet34,tet,tetracycline
cattle,MI48910PPY10017,ColpVC,plasmid,ColpVC,,colistin
cattle,MI48910PPY10017,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,MI48910PPY10017,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,MI48910PPY10017,IncX3,plasmid,IncX3,,MULTI-DRUG
cattle,MI48910PPY10017,IncX1,plasmid,IncX1,,MULTI-DRUG
cattle,MI48910PPY10017,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,MN55108PPY10004,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,MN55108PPY10004,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,MN55108PPY10004,sul2,chromosome,sul2,sul,sulfonamide
cattle,MN55108PPY10004,floR,chromosome,floR,MFS,phenicol
cattle,MN55108PPY10004,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,MN55108PPY10004,dfrA14,chromosome,dfrA14,dfr,folate pathway antagonist
cattle,MN55108PPY10004,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
cattle,MN55108PPY10004,tet(34),chromosome,tet34,tet,tetracycline
cattle,MN55108PPY10004,blaCTX-M-15,chromosome,CTX-M-15,CTX-M,beta-lactam
cattle,MN55108PPY10004,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,MN55108PPY10004,sul1,chromosome,sul1,sul,sulfonamide
cattle,MN55108PPY10004,IncN,plasmid,IncN,,MULTI-DRUG
cattle,MN55108PPY10004,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
cattle,MN55108PPY10004,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
cattle,MN55108PPY10004,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,MN55108PPY10004,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,MN55108PPY10220,tet(B),chromosome,tet(B),MFS,tetracycline
cattle,MN55108PPY10220,floR,chromosome,floR,MFS,phenicol
cattle,MN55108PPY10220,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,MN55108PPY10220,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,MN55108PPY10220,catA1,chromosome,catA1,CAT,phenicol
cattle,MN55108PPY10220,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,MN55108PPY10220,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,MN55108PPY10220,dfrA1,chromosome,dfrA1,dfr,folate pathway antagonist
cattle,MN55108PPY10220,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
cattle,MN55108PPY10220,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
cattle,MN55108PPY10220,sul1,chromosome,sul1,sul,sulfonamide
cattle,MN55108PPY10220,sul2,chromosome,sul2,sul,sulfonamide
cattle,MN55108PPY10220,ColRNAI,plasmid,ColRNAI,,colistin
cattle,MN55108PPY10220,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,MN55108PPY10220,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,MN55108PPY10220,Col440II,plasmid,Col440II,,colistin
cattle,MN55108PPY10220,IncFIA,plasmid,IncFIA,,MULTI-DRUG
cattle,MN55108PPY10220,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,MN55108PPY10220,dfrA10,chromosome,dfrA10,dfr,folate pathway antagonist
cattle,MN55108PPY10220,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,MO65211PPY10016,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,MO65211PPY10016,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,MO65211PPY10016,blaEC-8,chromosome,blaEC-8,ampC,beta-lactam
cattle,MO65211PPY10016,sul2,chromosome,sul2,sul,sulfonamide
cattle,MO65211PPY10016,dfrA23,chromosome,dfrA23,dfr,folate pathway antagonist
cattle,MO65211PPY10016,sul1,chromosome,sul1,sul,sulfonamide
cattle,MO65211PPY10016,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
cattle,MO65211PPY10016,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,MO65211PPY10016,floR,chromosome,floR,MFS,phenicol
cattle,MO65211PPY10016,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,MO65211PPY10016,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
cattle,MO65211PPY10016,Col440I,plasmid,Col440I,,colistin
cattle,MO65211PPY10016,Col440II,plasmid,Col440II,,colistin
cattle,MO65211PPY10016,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
cattle,MO65211PPY10016,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,MO65211PPY10016,aac(3)-Ib,chromosome,AAC(3)-Ib,AAC(3),aminoglycoside
cattle,MO65211PPY10016,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,MO65211PPY11006,blaEC,chromosome,blaEC,ampC,beta-lactam
cattle,MO65211PPY11006,sul2,chromosome,sul2,sul,sulfonamide
cattle,MO65211PPY11006,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
cattle,MO65211PPY11006,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
cattle,MO65211PPY11006,tet(A),chromosome,tet(A),MFS,tetracycline
cattle,MO65211PPY11006,floR,chromosome,floR,MFS,phenicol
cattle,MO65211PPY11006,aadA12,chromosome,aadA12,ANT(3''),aminoglycoside
cattle,MO65211PPY11006,cmlA1,chromosome,cmlA1,MFS,phenicol
cattle,MO65211PPY11006,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
cattle,MO65211PPY11006,sul3,chromosome,sul3,sul,sulfonamide
cattle,MO65211PPY11006,mef(B),chromosome,mef(B),MFS,macrolide
cattle,MO65211PPY11006,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
cattle,MO65211PPY11006,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
cattle,MO65211PPY11006,sul1,chromosome,sul1,sul,sulfonamide
cattle,MO65211PPY11006,tet(M),chromosome,tet(M),MFS,tetracycline
cattle,MO65211PPY11006,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
cattle,MO65211PPY11006,aadA11,chromosome,aadA11,ANT(3''),aminoglycoside
cattle,MO65211PPY11006,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
cattle,MO65211PPY11006,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
cattle,MO65211PPY11006,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
cattle,MO65211PPY11006,IncY,plasmid,IncY,,MULTI-DRUG
cattle,MO65211PPY11006,IncX1,plasmid,IncX1,,MULTI-DRUG
cattle,MO65211PPY11006,IncN,plasmid,IncN,,MULTI-DRUG
cattle,MO65211PPY11006,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
cattle,MO65211PPY11006,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
cattle,MO65211PPY11006,sul15,chromosome,sul15,sul,sulfonamide
cattle,MO65211PPY11006,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
cattle,NE68583PPY10013,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
cattle,NE68583PPY10013,ColRNAI,plasmid,ColRNAI,,colistin
cattle,NE68583PPY10013,IncFII(pRSB107)_pRSB107,plasmid,IncFII(pRSB107)_pRSB107,,MULTI-DRUG
cattle,NE68583PPY10013,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
